,0
166,0.2778
167,0.2711
168,0.2734
169,0.1373
170,0.2698
171,0.27
172,0.2746
173,0.2147
174,0.266
175,0.2723
176,0.2769
177,0.2755
178,0.2677
179,0.2673
180,0.2816
181,0.2818
182,0.283
183,0.2744
184,0.2816
185,0.2704
186,0.287
187,0.287
188,0.2757
189,0.2612
190,0.2847
191,0.2675
192,0.2742
193,0.26
194,0.2813
195,0.2686
196,0.2782
197,0.2914
198,0.2816
199,0.2727
200,0.2801
201,0.2776
202,0.2843
203,0.2805
204,0.2797
205,0.2847
206,0.2811
207,0.2839
208,0.2824
209,0.2878
210,0.2834
211,0.2933
212,0.2834
213,0.2845
214,0.291
215,0.2742
216,0.2771
217,0.256
218,0.2763
219,0.2751
220,0.2807
221,0.2778
222,0.2904
223,0.2799
224,0.2769
225,0.2788
226,0.2801
227,0.2702
228,0.2801
229,0.2839
230,0.2696
231,0.2797
232,0.2847
233,0.2742
234,0.2891
235,0.282
236,0.2866
237,0.2862
238,0.2843
239,0.2799
240,0.282
241,0.283
242,0.2887
243,0.2797
244,0.2851
245,0.2912
246,0.2916
247,0.2881
248,0.2797
249,0.2627
250,0.2916
251,0.2813
252,0.2836
253,0.2983
254,0.2897
255,0.2843
256,0.2786
257,0.2891
258,0.2889
259,0.2774
260,0.2809
261,0.2843
262,0.2901
263,0.2788
264,0.2826
265,0.2792
266,0.2847
267,0.278
268,0.2809
269,0.2836
270,0.2895
271,0.2734
272,0.2765
273,0.2795
274,0.2788
275,0.2755
276,0.2834
277,0.2849
278,0.2872
279,0.2834
280,0.2795
281,0.2843
282,0.2843
283,0.2845
284,0.2862
285,0.2845
286,0.2853
287,0.2836
288,0.287
289,0.2889
290,0.2807
291,0.2895
292,0.279
293,0.2853
294,0.2899
295,0.2761
296,0.2849
297,0.2792
298,0.2811
299,0.2763
300,0.2845
301,0.2688
302,0.2761
303,0.2759
304,0.2771
305,0.2774
306,0.2805
307,0.282
308,0.286
309,0.2818
310,0.2803
311,0.2816
312,0.2962
313,0.2811
314,0.2799
315,0.2956
316,0.2807
317,0.2782
318,0.2727
319,0.2677
320,0.2914
321,0.2769
322,0.2801
323,0.2962
324,0.2782
325,0.2784
326,0.2803
327,0.2847
328,0.2813
329,0.2853
330,0.2816
331,0.2878
332,0.2818
333,0.2826
334,0.2969
335,0.2876
336,0.2776
337,0.2836
338,0.2891
339,0.2713
340,0.2784
341,0.2801
342,0.2901
343,0.2688
344,0.2857
345,0.2816
346,0.2776
347,0.2805
348,0.2948
349,0.2834
350,0.2868
351,0.2751
352,0.2927
353,0.2782
354,0.291
355,0.2836
356,0.2881
357,0.2822
358,0.2839
359,0.2956
360,0.2845
361,0.2839
362,0.282
363,0.2721
364,0.283
365,0.2857
366,0.2853
367,0.2811
368,0.2849
369,0.2845
370,0.283
371,0.2776
372,0.2816
373,0.2778
374,0.2807
375,0.2746
376,0.2839
377,0.2788
378,0.2818
379,0.279
380,0.2855
381,0.2912
382,0.2864
383,0.286
384,0.2954
385,0.2805
386,0.2914
387,0.2771
388,0.2937
389,0.282
390,0.282
391,0.283
392,0.2954
393,0.2843
394,0.2803
395,0.2862
396,0.2895
397,0.2866
398,0.2857
399,0.2939
400,0.2866
401,0.2799
402,0.2855
403,0.2901
404,0.2939
405,0.2891
406,0.2845
407,0.2887
408,0.2954
409,0.2881
410,0.2872
411,0.2813
412,0.2874
413,0.2782
414,0.2866
415,0.2883
416,0.2887
417,0.2751
418,0.2851
419,0.2874
420,0.2935
421,0.2916
422,0.2872
423,0.2933
424,0.2874
425,0.2803
426,0.2845
427,0.2866
428,0.2847
429,0.2792
430,0.278
431,0.283
432,0.2908
433,0.2778
434,0.2832
435,0.2916
436,0.2824
437,0.2803
438,0.2885
439,0.2832
440,0.2876
441,0.2862
442,0.2937
443,0.2843
444,0.2874
445,0.2895
446,0.2931
447,0.2782
448,0.2801
449,0.2841
450,0.2912
451,0.287
452,0.2841
453,0.2889
454,0.2906
455,0.2816
456,0.2857
457,0.2887
458,0.287
459,0.2845
460,0.2895
461,0.2866
462,0.2881
463,0.2925
464,0.2881
465,0.2912
466,0.2916
467,0.2897
468,0.2876
469,0.2878
470,0.2895
471,0.287
472,0.2935
473,0.2956
474,0.2807
475,0.2799
476,0.2945
477,0.296
478,0.2797
479,0.2847
480,0.292
481,0.2931
482,0.2847
483,0.2853
484,0.2849
485,0.2895
486,0.2874
487,0.2874
488,0.2776
489,0.2918
490,0.2839
491,0.2883
492,0.2878
493,0.2922
494,0.2843
495,0.2868
496,0.2899
497,0.2862
498,0.2885
499,0.2925
500,0.291
501,0.2855
502,0.2876
503,0.2786
504,0.2916
505,0.2782
506,0.2935
507,0.2948
508,0.2893
509,0.2872
510,0.2883
511,0.2895
512,0.2895
513,0.2887
514,0.2931
515,0.2874
516,0.2893
517,0.2866
518,0.2893
519,0.2908
520,0.2906
521,0.2881
522,0.286
523,0.2862
524,0.2851
525,0.2885
526,0.2883
527,0.2874
528,0.2872
529,0.2836
530,0.2914
531,0.2847
532,0.2878
533,0.2847
534,0.2899
535,0.2964
536,0.2925
537,0.2816
538,0.2851
539,0.2918
540,0.2887
541,0.2872
542,0.2843
543,0.2901
544,0.2929
545,0.2864
546,0.2929
547,0.2893
548,0.2899
549,0.2918
550,0.2901
551,0.2943
552,0.2868
553,0.2954
554,0.2878
555,0.2864
556,0.2885
557,0.2826
558,0.2912
559,0.2912
560,0.2851
561,0.2857
562,0.2912
563,0.2914
564,0.2878
565,0.2878
566,0.2874
567,0.2883
568,0.2872
569,0.2891
570,0.2874
571,0.2885
572,0.2887
573,0.2895
574,0.2851
575,0.2868
576,0.2904
577,0.2866
578,0.2883
579,0.2889
580,0.2878
581,0.2945
582,0.2933
583,0.2843
584,0.2881
585,0.2914
586,0.2843
587,0.2887
588,0.283
589,0.2839
590,0.2901
591,0.2811
592,0.279
593,0.2885
594,0.2843
595,0.2889
596,0.2851
597,0.2912
598,0.2906
599,0.287
600,0.2914
601,0.2881
602,0.2912
603,0.2914
604,0.2901
605,0.2914
606,0.2855
607,0.295
608,0.287
609,0.2931
610,0.2927
611,0.2878
612,0.2954
613,0.2868
614,0.2933
615,0.2866
616,0.2891
617,0.2941
618,0.2969
619,0.2901
620,0.2889
621,0.2889
622,0.2931
623,0.2908
624,0.2914
625,0.2901
626,0.2916
627,0.2906
628,0.2885
629,0.2883
630,0.2914
631,0.2874
632,0.2904
633,0.2899
634,0.2853
635,0.292
636,0.2899
637,0.2876
638,0.2943
639,0.2887
640,0.2912
641,0.2769
642,0.2914
643,0.2895
644,0.2901
645,0.2937
646,0.2876
647,0.2918
648,0.2904
649,0.2881
650,0.2918
651,0.292
652,0.2883
653,0.2925
654,0.2916
655,0.292
656,0.2885
657,0.2901
658,0.2912
659,0.2931
660,0.292
661,0.2853
662,0.2935
663,0.2897
664,0.2836
665,0.2983
666,0.2945
667,0.2845
668,0.2857
669,0.2912
670,0.2904
671,0.2897
672,0.2883
673,0.2925
674,0.2876
675,0.2906
676,0.2912
677,0.2889
678,0.2897
679,0.2881
680,0.2918
681,0.2914
682,0.2897
683,0.2895
684,0.2906
685,0.2922
686,0.2927
687,0.2849
688,0.2899
689,0.2906
690,0.2847
691,0.2862
692,0.2895
693,0.2929
694,0.2885
695,0.2897
696,0.2889
697,0.2922
698,0.2874
699,0.2899
700,0.2893
