,0
0,0.6519916142557652
1,0.7442348008385744
2,0.16352201257861634
3,0.8134171907756813
4,0.4192872117400419
5,0.7085953878406709
6,0.7316561844863732
7,0.7987421383647799
8,0.2138364779874214
9,0.8176100628930818
10,0.7484276729559748
11,0.7421383647798742
12,0.2641509433962264
13,0.740041928721174
14,0.7924528301886793
15,0.6058700209643606
16,0.7651991614255765
17,0.7777777777777778
18,0.7777777777777778
19,0.8176100628930818
20,0.5618448637316562
21,0.8218029350104822
22,0.7589098532494759
23,0.5303983228511531
24,0.8176100628930818
25,0.7631027253668763
26,0.6289308176100629
27,0.8092243186582809
28,0.8155136268343816
29,0.7190775681341719
30,0.8197064989517819
31,0.8280922431865828
32,0.8071278825995807
33,0.8113207547169812
34,0.47379454926624737
35,0.8238993710691824
36,0.7714884696016772
37,0.8113207547169812
38,0.6960167714884696
39,0.8050314465408805
40,0.8071278825995807
41,0.7379454926624738
42,0.7589098532494759
43,0.8092243186582809
44,0.8197064989517819
45,0.8113207547169812
46,0.80083857442348
47,0.8092243186582809
48,0.8322851153039832
49,0.7651991614255765
50,0.8155136268343816
51,0.7756813417190775
52,0.8343815513626834
53,0.7651991614255765
54,0.8322851153039832
55,0.7672955974842768
56,0.8071278825995807
57,0.44025157232704404
58,0.8092243186582809
59,0.790356394129979
60,0.8238993710691824
61,0.8259958071278826
62,0.8197064989517819
63,0.8176100628930818
64,0.8343815513626834
65,0.8050314465408805
66,0.8218029350104822
67,0.8113207547169812
68,0.8197064989517819
69,0.7756813417190775
70,0.8238993710691824
71,0.5471698113207547
72,0.8406708595387841
73,0.8092243186582809
74,0.8406708595387841
75,0.8176100628930818
76,0.8218029350104822
77,0.31236897274633124
78,0.7924528301886793
79,0.8406708595387841
80,0.8364779874213837
81,0.5262054507337526
82,0.8050314465408805
83,0.8385744234800838
84,0.8218029350104822
85,0.7924528301886793
86,0.8071278825995807
87,0.8259958071278826
88,0.7966457023060797
89,0.8113207547169812
90,0.8176100628930818
91,0.8176100628930818
92,0.8343815513626834
93,0.7777777777777778
94,0.8071278825995807
95,0.8301886792452831
96,0.8448637316561844
97,0.8071278825995807
98,0.8238993710691824
99,0.8385744234800838
100,0.8176100628930818
101,0.7693920335429769
102,0.8218029350104822
103,0.8385744234800838
104,0.8050314465408805
105,0.8134171907756813
106,0.8280922431865828
107,0.8259958071278826
108,0.8259958071278826
109,0.8029350104821803
110,0.8280922431865828
111,0.7924528301886793
112,0.8238993710691824
113,0.7253668763102725
114,0.8406708595387841
115,0.779874213836478
116,0.8134171907756813
117,0.7589098532494759
118,0.8385744234800838
119,0.8343815513626834
120,0.8134171907756813
121,0.8322851153039832
122,0.8218029350104822
123,0.8427672955974843
124,0.8050314465408805
125,0.7693920335429769
126,0.8280922431865828
127,0.8071278825995807
128,0.8134171907756813
129,0.8301886792452831
130,0.8259958071278826
131,0.7882599580712788
132,0.8301886792452831
133,0.8197064989517819
134,0.8448637316561844
135,0.8092243186582809
136,0.8113207547169812
137,0.8218029350104822
138,0.8322851153039832
139,0.8176100628930818
140,0.8218029350104822
141,0.8176100628930818
142,0.8218029350104822
143,0.8259958071278826
144,0.8280922431865828
145,0.5513626834381551
146,0.8113207547169812
147,0.8280922431865828
148,0.8155136268343816
149,0.689727463312369
150,0.8280922431865828
151,0.8113207547169812
152,0.8134171907756813
153,0.8364779874213837
154,0.8301886792452831
155,0.8113207547169812
156,0.8092243186582809
157,0.2976939203354298
158,0.8301886792452831
159,0.8071278825995807
160,0.8092243186582809
161,0.3018867924528302
162,0.8218029350104822
163,0.8134171907756813
164,0.8113207547169812
165,0.610062893081761
166,0.8364779874213837
167,0.8071278825995807
168,0.8092243186582809
169,0.5241090146750524
170,0.8322851153039832
171,0.8113207547169812
172,0.8092243186582809
173,0.7379454926624738
174,0.8301886792452831
175,0.8071278825995807
176,0.8113207547169812
177,0.8280922431865828
178,0.8176100628930818
179,0.8029350104821803
180,0.8155136268343816
181,0.8259958071278826
182,0.8134171907756813
183,0.8155136268343816
184,0.8301886792452831
185,0.8134171907756813
186,0.8092243186582809
187,0.8427672955974843
188,0.8343815513626834
189,0.7882599580712788
190,0.8176100628930818
191,0.8197064989517819
192,0.8176100628930818
193,0.8134171907756813
194,0.8280922431865828
195,0.80083857442348
196,0.8155136268343816
197,0.8322851153039832
198,0.8218029350104822
199,0.8071278825995807
200,0.8113207547169812
201,0.8280922431865828
202,0.8280922431865828
203,0.8092243186582809
204,0.8071278825995807
205,0.8218029350104822
206,0.8343815513626834
207,0.8113207547169812
208,0.8113207547169812
209,0.8343815513626834
210,0.8113207547169812
211,0.8259958071278826
212,0.8134171907756813
213,0.8029350104821803
214,0.8197064989517819
215,0.8092243186582809
216,0.8134171907756813
217,0.8029350104821803
218,0.8301886792452831
219,0.8155136268343816
220,0.8113207547169812
221,0.8301886792452831
222,0.8155136268343816
223,0.8259958071278826
224,0.8134171907756813
225,0.8301886792452831
226,0.8280922431865828
227,0.8155136268343816
228,0.8113207547169812
229,0.8071278825995807
230,0.8280922431865828
231,0.8134171907756813
232,0.8134171907756813
233,0.8343815513626834
234,0.8134171907756813
235,0.8197064989517819
236,0.8155136268343816
237,0.8113207547169812
238,0.8134171907756813
239,0.8155136268343816
240,0.8197064989517819
241,0.8113207547169812
242,0.8176100628930818
243,0.8113207547169812
244,0.8197064989517819
245,0.8113207547169812
246,0.8197064989517819
